Name,Description,Unit,DataType,Attributes
node_softnet_processed,Number of processed packets,,Sum,Str(0);Str(1)
node_network_receive_multicast,Network device statistic receive_multicast.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_scrape_collector_duration_seconds,Description: node_exporter: Duration of a collector scrape.,,Gauge,Str(arp);Str(bcache);Str(bonding);Str(btrfs);Str(conntrack);Str(cpu);Str(cpufreq);Str(diskstats);Str(dmi);Str(edac);Str(entropy);Str(fibrechannel);Str(filefd);Str(filesystem);Str(hwmon);Str(infiniband);Str(ipvs);Str(loadavg);Str(mdadm);Str(meminfo);Str(netclass);Str(netdev);Str(netstat);Str(nfs);Str(nfsd);Str(nvme);Str(os);Str(powersupplyclass);Str(pressure);Str(rapl);Str(schedstat);Str(selinux);Str(sockstat);Str(softnet);Str(stat);Str(tapestats);Str(textfile);Str(thermal_zone);Str(time);Str(timex);Str(udp_queues);Str(uname);Str(vmstat);Str(xfs);Str(zfs)
node_memory_Slab_bytes,Memory information field Slab_bytes.,,Gauge,
node_netstat_TcpExt_SyncookiesSent,Statistic TcpExtSyncookiesSent.,,Gauge,
node_timex_pps_jitter_seconds,Pulse per second jitter.,,Gauge,
node_memory_VmallocChunk_bytes,Memory information field VmallocChunk_bytes.,,Gauge,
node_netstat_Udp_NoPorts,Statistic UdpNoPorts.,,Gauge,
node_vmstat_pgfault,/proc/vmstat information field pgfault.,,Gauge,
node_netstat_Icmp_InErrors,Statistic IcmpInErrors.,,Gauge,
node_netstat_Udp6_RcvbufErrors,Statistic Udp6RcvbufErrors.,,Gauge,
node_memory_HugePages_Rsvd,Memory information field HugePages_Rsvd.,,Gauge,
node_memory_MemAvailable_bytes,Memory information field MemAvailable_bytes.,,Gauge,
node_network_up,"Value is 1 if operstate is 'up', 0 otherwise.",,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_ipvs_outgoing_packets,The total number of outgoing packets.,,Sum,
node_memory_KReclaimable_bytes,Memory information field KReclaimable_bytes.,,Gauge,
node_memory_SwapFree_bytes,Memory information field SwapFree_bytes.,,Gauge,
node_netstat_Ip6_OutOctets,Statistic Ip6OutOctets.,,Gauge,
node_sockstat_RAW_inuse,Number of RAW sockets in state inuse.,,Gauge,
node_filefd_maximum,Description: File descriptor statistics: maximum.,,Gauge,
node_ipvs_incoming_bytes,The total amount of incoming data.,,Sum,
node_netstat_TcpExt_TCPTimeouts,Statistic TcpExtTCPTimeouts.,,Gauge,
node_netstat_Udp6_OutDatagrams,Statistic Udp6OutDatagrams.,,Gauge,
node_netstat_Udp_InDatagrams,Statistic UdpInDatagrams.,,Gauge,
node_network_carrier,Description: Network device property: carrier,,Gauge,Str(eth0);Str(lo);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_os_version,Metric containing the major.minor part of the OS version.,,Gauge,Str(ubuntu);Str(debian);Str(Ubuntu)
node_timex_tai_offset_seconds,International Atomic Time (TAI) offset.,,Gauge,
node_disk_flush_requests_time_seconds,This is the total number of seconds spent by all flush requests.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_netstat_Icmp_InMsgs,Statistic IcmpInMsgs.,,Gauge,
node_netstat_Tcp_RetransSegs,Statistic TcpRetransSegs.,,Gauge,
node_vmstat_pswpin,/proc/vmstat information field pswpin.,,Gauge,
node_network_speed_bytes,Description: Network device property: speed_bytes,,Gauge,Str(eth0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_sockstat_RAW6_inuse,Number of RAW6 sockets in state inuse.,,Gauge,
node_memory_DirectMap4k_bytes,Memory information field DirectMap4k_bytes.,,Gauge,
node_netstat_Udp_OutDatagrams,Statistic UdpOutDatagrams.,,Gauge,
node_network_address_assign_type,Description: Network device property: address_assign_type,,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_network_carrier_changes,Description: Network device property: carrier_changes_total,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_network_receive_fifo,Network device statistic receive_fifo.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_memory_Inactive_bytes,Memory information field Inactive_bytes.,,Gauge,
node_netstat_Tcp_CurrEstab,Statistic TcpCurrEstab.,,Gauge,
node_timex_pps_shift_seconds,Pulse per second interval duration.,,Gauge,
node_memory_Hugepagesize_bytes,Memory information field Hugepagesize_bytes.,,Gauge,
node_netstat_Icmp6_InErrors,Statistic Icmp6InErrors.,,Gauge,
node_netstat_TcpExt_ListenDrops,Statistic TcpExtListenDrops.,,Gauge,
node_memory_Inactive_file_bytes,Memory information field Inactive_file_bytes.,,Gauge,
node_network_transmit_packets,Network device statistic transmit_packets.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_sockstat_TCP_inuse,Number of TCP sockets in state inuse.,,Gauge,
node_memory_Unevictable_bytes,Memory information field Unevictable_bytes.,,Gauge,
node_network_info,"Non-numeric data from /sys/class/net/<iface>, value is always 1.",,Gauge,address: Str(00:00:00:00);broadcast: Str(00:00:00:00);Str(tunl0);Str(down);address: Str(00:00:00:00:00:00);broadcast: Str(00:00:00:00:00:00);Str(lo);Str(unknown);address: Str(00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00);broadcast: Str(00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00);Str(ip6tnl0);Str(down);address: Str(02:42:ac:18:00:02);broadcast: Str(ff:ff:ff:ff:ff:ff);Str(eth0);Str(full);Str(up);address: Str(16:74:09:a2:10:00);broadcast: Str(ff:ff:ff:ff:ff:ff);Str(veth748f5cea);Str(full);Str(up);address: Str(3e:5f:47:5e:e4:eb);broadcast: Str(ff:ff:ff:ff:ff:ff);Str(veth2528a41f);Str(full);Str(up);address: Str(4a:9d:ed:ab:d4:b8);broadcast: Str(ff:ff:ff:ff:ff:ff);Str(veth96be4a6e);Str(full);Str(up);address: Str(56:ae:81:1d:b9:79);broadcast: Str(ff:ff:ff:ff:ff:ff);Str(vethb6a15d4d);Str(full);Str(up);address: Str(5a:9a:b0:f7:8b:69);broadcast: Str(ff:ff:ff:ff:ff:ff);Str(veth12b7f943);Str(full);Str(up)
node_sockstat_UDP6_inuse,Number of UDP6 sockets in state inuse.,,Gauge,
node_memory_Active_bytes,Memory information field Active_bytes.,,Gauge,
node_memory_Inactive_anon_bytes,Memory information field Inactive_anon_bytes.,,Gauge,
node_network_transmit_carrier,Network device statistic transmit_carrier.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_memory_AnonPages_bytes,Memory information field AnonPages_bytes.,,Gauge,
node_memory_CommitLimit_bytes,Memory information field CommitLimit_bytes.,,Gauge,
node_memory_HugePages_Surp,Memory information field HugePages_Surp.,,Gauge,
node_disk_read_bytes,The total number of bytes read successfully.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_disk_read_time_seconds,The total number of seconds spent by all reads.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_timex_pps_frequency_hertz,Pulse per second frequency.,,Gauge,
node_memory_Bounce_bytes,Memory information field Bounce_bytes.,,Gauge,
node_memory_Mapped_bytes,Memory information field Mapped_bytes.,,Gauge,
node_memory_Percpu_bytes,Memory information field Percpu_bytes.,,Gauge,
node_memory_Dirty_bytes,Memory information field Dirty_bytes.,,Gauge,
node_netstat_Tcp_InErrs,Statistic TcpInErrs.,,Gauge,
node_network_receive_frame,Network device statistic receive_frame.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_disk_flush_requests,The total number of flush requests completed successfully,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_disk_writes_completed,The total number of writes completed successfully.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_disk_discard_time_seconds,This is the total number of seconds spent by all discards.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_memory_DirectMap2M_bytes,Memory information field DirectMap2M_bytes.,,Gauge,
node_netstat_TcpExt_SyncookiesRecv,Statistic TcpExtSyncookiesRecv.,,Gauge,
node_network_iface_id,Description: Network device property: iface_id,,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_sockstat_TCP6_inuse,Number of TCP6 sockets in state inuse.,,Gauge,
node_time_zone_offset_seconds,System time zone offset in seconds.,,Gauge,Str(UTC)
node_timex_pps_stability_exceeded,Pulse per second count of stability limit exceeded events.,,Sum,
node_timex_sync_status,"Is clock synchronized to a reliable server (1 = yes, 0 = no).",,Gauge,
node_netstat_Icmp6_OutMsgs,Statistic Icmp6OutMsgs.,,Gauge,
node_netstat_Udp6_InErrors,Statistic Udp6InErrors.,,Gauge,
node_vmstat_pgmajfault,/proc/vmstat information field pgmajfault.,,Gauge,
node_sockstat_UDP_inuse,Number of UDP sockets in state inuse.,,Gauge,
node_netstat_Udp6_SndbufErrors,Statistic Udp6SndbufErrors.,,Gauge,
node_nf_conntrack_stat_insert_failed,Number of entries for which list insertion was attempted but failed.,,Gauge,
node_sockstat_FRAG_memory,Number of FRAG sockets in state memory.,,Gauge,
node_network_receive_nohandler,Network device statistic receive_nohandler.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_network_transmit_colls,Network device statistic transmit_colls.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_network_receive_packets,Network device statistic receive_packets.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_sockstat_TCP_tw,Number of TCP sockets in state tw.,,Gauge,
node_timex_pps_jitter,Pulse per second count of jitter limit exceeded events.,,Sum,
node_disk_io_time_weighted_seconds,The weighted # of seconds spent doing I/Os.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_netstat_Tcp_ActiveOpens,Statistic TcpActiveOpens.,,Gauge,
node_network_iface_link_mode,Description: Network device property: iface_link_mode,,Gauge,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_memory_Shmem_bytes,Memory information field Shmem_bytes.,,Gauge,
node_nf_conntrack_stat_insert,Number of entries inserted into the list.,,Gauge,
node_nf_conntrack_stat_invalid,Number of packets seen which can not be tracked.,,Gauge,
node_timex_maxerror_seconds,Maximum error in seconds.,,Gauge,
node_exporter_build_info,"A metric with a constant '1' value labeled by version, revision, branch, and goversion from which node_exporter was built.",,Gauge,Str(HEAD);Str(go1.19.3);Str(1b48970ffcf5630534fb00bb0687d73c66d1c959);Str(1.5.0)
node_filesystem_device_error,Whether an error occurred while getting statistics for the given device.,,Gauge,Str(/dev/vda1);Str(ext4);Str(/etc/hostname);Str(/dev/vda1);Str(ext4);Str(/etc/hosts);Str(/dev/vda1);Str(ext4);Str(/etc/resolv.conf);Str(/dev/vda1);Str(ext4);Str(/var);Str(rootfs);Str(tmpfs);Str(/usr/lib/modules);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/0ecf11bd7da74e56aa73732b73c5e1645e0c42602e861e3ef08eba048dc64a5f/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/2415a6893ad84b10b64ebe5e0ee56525b0abdd196705ecf772904f7e983633b2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/312c0ae5177c063f887ed10f18e143ab07ca83e9c085a2d7fd52bd3404f88ca1/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/3c75edcda426d587423b938700dafe2254b8dc3c9392df090439232d5b1f1dfd/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/49c0fbb4b438196a0fd9123c6162e9a9f7b77e99020a2c928759ac434286fe11/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/5d7e7591176cf1d0a5df33bb96708531750b9051cd9362377a3f7e0dc3edcb26/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9244407a1eb3bfaedb3c559d30ee6f7c685278ae08a198f7dac636476777b5f7/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/9c94d7d2d0f03dc7d81cf2a8afb60547d99d470b64412941a4cef78deb3e7099/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/df45d5659b0497e97384dda3e7c9822266f1c259a643c2bc31f25c7e8df46369/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/e4afbc691a99caafa49d67e352a22077c049202b529dca7bcb90e5a5abfc0eb2/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/eebfc0955c9f15c1a1749c0a03ceb4c399e3b928ec422a092bbbf61cd220c610/shm);Str(shm);Str(tmpfs);Str(/run/containerd/io.containerd.grpc.v1.cri/sandboxes/f1a88f63d64e72f635ba7e4cf290616a445cccbb29242353fe07ed8b51ead370/shm);Str(tmpfs);Str(tmpfs);Str(/run);Str(tmpfs);Str(tmpfs);Str(/run/lock);Str(tmpfs);Str(tmpfs);Str(/tmp);Str(tmpfs);Str(tmpfs);Str(/var/lib/kubelet/pods/44deef2e-7e4e-4ee7-aec2-c0df307ce178/volumes/kubernetes.io~projected/kube-api-access-5m7kc);Str(tmpfs);Str(tmpfs);Str(/var/lib/kubelet/pods/73a6345b-7276-40e1-9dc7-5d99d3a69a2b/volumes/kubernetes.io~projected/kube-api-access-65zjd);Str(tmpfs);Str(tmpfs);Str(/var/lib/kubelet/pods/7e502fc2-559c-472a-b366-c85f05d6e527/volumes/kubernetes.io~projected/kube-api-access-x5rpj);Str(tmpfs);Str(tmpfs);Str(/var/lib/kubelet/pods/9323c3b8-4d2c-450b-8962-a4c38b7242db/volumes/kubernetes.io~projected/kube-api-access-tbd6z);Str(tmpfs);Str(tmpfs);Str(/var/lib/kubelet/pods/a88e6566-533d-4fb3-8d36-f6099bc4b035/volumes/kubernetes.io~projected/kube-api-access-4dkhs);Str(tmpfs);Str(tmpfs);Str(/var/lib/kubelet/pods/b4606b22-2769-411c-8154-a9324b72e987/volumes/kubernetes.io~projected/kube-api-access-zwcqr);Str(tmpfs);Str(tmpfs);Str(/var/lib/kubelet/pods/fa87b9e3-5cb2-4994-9c0c-c6d36956e860/volumes/kubernetes.io~projected/kube-api-access-4p962)
node_ipvs_outgoing_bytes,The total amount of outgoing data.,,Sum,
node_netstat_IpExt_InOctets,Statistic IpExtInOctets.,,Gauge,
node_netstat_Udp_InErrors,Statistic UdpInErrors.,,Gauge,
node_network_receive_drop,Network device statistic receive_drop.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_memory_FileHugePages_bytes,Memory information field FileHugePages_bytes.,,Gauge,
node_netstat_Ip6_InOctets,Statistic Ip6InOctets.,,Gauge,
node_nf_conntrack_stat_found,Number of searched entries which were successful.,,Gauge,
node_nf_conntrack_stat_ignore,Number of packets seen which are already connected to a conntrack entry.,,Gauge,
node_vmstat_oom_kill,/proc/vmstat information field oom_kill.,,Gauge,
node_netstat_Udp_RcvbufErrors,Statistic UdpRcvbufErrors.,,Gauge,
node_memory_KernelStack_bytes,Memory information field KernelStack_bytes.,,Gauge,
node_memory_NFS_Unstable_bytes,Memory information field NFS_Unstable_bytes.,,Gauge,
node_netstat_Ip_Forwarding,Statistic IpForwarding.,,Gauge,
node_network_transmit_bytes,Network device statistic transmit_bytes.,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_timex_tick_seconds,Seconds between clock ticks.,,Gauge,
node_disk_io_now,The number of I/Os currently in progress.,,Gauge,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_memory_ShmemHugePages_bytes,Memory information field ShmemHugePages_bytes.,,Gauge,
node_memory_WritebackTmp_bytes,Memory information field WritebackTmp_bytes.,,Gauge,
node_procs_running,Number of processes in runnable state.,,Gauge,
node_sockstat_TCP_mem,Number of TCP sockets in state mem.,,Gauge,
node_netstat_Udp6_InDatagrams,Statistic Udp6InDatagrams.,,Gauge,
node_netstat_UdpLite_InErrors,Statistic UdpLiteInErrors.,,Gauge,
node_nf_conntrack_entries_limit,Maximum size of connection tracking table.,,Gauge,
node_netstat_Tcp_PassiveOpens,Statistic TcpPassiveOpens.,,Gauge,
node_time_seconds,System time in seconds since epoch (1970).,,Gauge,
node_nf_conntrack_stat_search_restart,Number of conntrack table lookups which had to be restarted due to hashtable resizes.,,Gauge,
node_selinux_enabled,"SELinux is enabled, 1 is true, 0 is false",,Gauge,
node_disk_io_time_seconds,Total seconds spent doing I/Os.,,Sum,Str(nbd0);Str(nbd1);Str(nbd10);Str(nbd11);Str(nbd12);Str(nbd13);Str(nbd14);Str(nbd15);Str(nbd2);Str(nbd3);Str(nbd4);Str(nbd5);Str(nbd6);Str(nbd7);Str(nbd8);Str(nbd9);Str(vda)
node_network_carrier_down_changes,Description: Network device property: carrier_down_changes_total,,Sum,Str(eth0);Str(ip6tnl0);Str(lo);Str(tunl0);Str(veth12b7f943);Str(veth2528a41f);Str(veth748f5cea);Str(veth96be4a6e);Str(vethb6a15d4d)
node_vmstat_pgpgout,/proc/vmstat information field pgpgout.,,Gauge,
